% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1709914305.9479 2 2 2 2
1709914305.9563 11 12 9 10
1709914305.9644 16 18 5 6
1709914305.9712 18 21 2 3
1709914305.9795 17 21 -1 0
1709914305.9867 15 20 -2 -1
1709914305.9945 13 18 -2 -2
1709914306.0040 13 18 0 0
1709914306.0118 13 18 0 0
1709914306.0187 13 18 0 0
1709914306.0272 13 18 0 0
1709914306.0349 13 18 0 0
1709914306.0433 13 18 0 0
1709914306.0524 13 18 0 0
1709914306.0587 13 18 0 0
1709914306.0673 13 18 0 0
1709914306.0759 14 18 1 0
1709914306.0831 18 22 4 4
1709914306.0911 25 28 7 6
1709914306.0991 34 38 9 10
1709914306.1071 41 47 7 9
1709914306.1150 46 52 5 5
1709914306.1232 52 56 6 4
1709914306.1305 59 61 7 5
1709914306.1386 66 69 7 8
1709914306.1479 72 77 6 8
1709914306.1548 79 83 7 6
1709914306.1629 88 90 9 7
1709914306.1711 96 97 8 7
1709914306.1786 102 106 6 9
1709914306.1866 109 114 7 8
1709914306.1960 117 121 8 7
1709914306.2032 125 127 8 6
1709914306.2108 134 135 9 8
1709914306.2190 142 144 8 9
1709914306.2264 149 152 7 8
1709914306.2352 156 160 7 8
1709914306.2434 164 166 8 6
1709914306.2507 174 174 10 8
1709914306.2594 183 183 9 9
1709914306.2677 189 192 6 9
1709914306.2749 196 200 7 8
1709914306.2828 205 207 9 7
1709914306.2910 213 215 8 8
1709914306.2984 220 224 7 9
1709914306.3070 229 233 9 9
1709914306.3153 237 241 8 8
1709914306.3234 246 249 9 8
1709914306.3303 254 258 8 9
1709914306.3398 262 267 8 9
1709914306.3479 270 275 8 8
1709914306.3552 279 284 9 9
1709914306.3636 288 294 9 10
1709914306.3709 296 301 8 7
1709914306.3791 304 309 8 8
1709914306.3876 312 317 8 8
1709914306.3950 321 326 9 9
1709914306.4030 330 335 9 9
1709914306.4112 338 344 8 9
1709914306.4184 345 351 7 7
1709914306.4266 353 358 8 7
