% Edge sensor logfile normalized 'log_20240315_004223.346/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1710459743.5892 0 0 0 0 0 0 0 0  0.0000
1710459743.5966 37 36 43 45 40 40 40 49  0.0000
1710459743.6042 24 34 30 38 34 30 36 20  0.0000
1710459743.6129 40 29 34 31 31 32 27 24  0.0000
1710459743.6205 44 40 39 48 38 34 32 31  0.0000
1710459743.6281 35 36 39 29 26 37 31 24  0.0000
1710459743.6363 35 45 39 34 34 35 21 20  0.0000
1710459743.6449 26 25 23 22 27 22 29 20  0.0000
1710459743.6523 29 29 32 31 33 28 25 20  0.0000
1710459743.6610 58 51 43 41 34 34 34 38  0.0000
1710459743.6687 31 34 36 34 34 32 38 31  0.0000
1710459743.6762 24 33 25 33 34 25 34 27  0.0000
1710459743.6848 33 33 28 33 29 28 23 31  0.0000
1710459743.6930 31 31 30 31 29 32 27 38  0.0000
1710459743.7009 24 27 25 29 26 25 18 24  0.0000
1710459743.7090 31 38 34 34 34 35 36 45  0.0000
1710459743.7167 24 38 32 33 24 25 27 22  0.0000
1710459743.7247 35 33 34 33 36 25 29 36  0.0000
1710459743.7324 46 45 43 48 40 44 38 47  0.0000
1710459743.7404 33 38 41 43 34 47 40 29  0.0000
1710459743.7483 29 36 34 40 33 34 20 18  0.0000
1710459743.7561 42 36 39 31 22 28 14 29  0.0000
1710459743.7649 31 16 27 15 29 37 25 20  0.0000
1710459743.7726 40 36 30 33 29 17 29 11  0.0000
1710459743.7803 31 40 30 27 29 37 40 29  0.0000
1710459743.7889 15 25 27 24 20 17 25 13  0.0000
1710459743.7964 53 33 41 36 38 37 40 49  0.0000
1710459743.8043 49 47 45 47 41 47 43 51  0.0000
1710459743.8129 37 40 32 27 34 28 34 27  0.0000
1710459743.8205 51 29 39 36 27 28 31 47  0.0000
1710459743.8283 31 29 28 24 27 25 23 24  0.0000
1710459743.8370 26 29 27 13 22 18 16 20  0.0000
1710459743.8445 40 47 37 40 40 35 31 36  0.0000
1710459743.8523 31 44 32 26 31 28 34 33  0.0000
1710459743.8609 42 34 28 26 29 37 25 33  0.0000
1710459743.8686 49 42 39 27 26 32 34 20  0.0000
1710459743.8763 42 33 36 34 26 34 40 45  0.0000
1710459743.8850 49 40 36 40 31 45 38 42  0.0000
1710459743.8924 49 36 36 29 29 37 34 38  0.0000
1710459743.9003 35 36 37 27 29 39 34 36  0.0000
1710459743.9086 42 42 36 33 24 28 31 40  0.0000
1710459743.9162 58 55 43 36 40 44 31 27  0.0000
1710459743.9250 53 42 37 33 38 37 31 31  0.0000
1710459743.9325 55 44 37 36 27 37 31 38  0.0000
1710459743.9411 62 55 50 41 43 51 40 36  0.0000
1710459743.9489 49 49 41 33 36 39 36 33  0.0000
1710459743.9563 46 53 39 43 38 39 45 45  0.0000
1710459743.9642 51 44 39 40 33 39 34 40  0.0000
1710459743.9721 22 25 23 19 24 28 21 24  0.0000
1710459743.9808 37 47 34 34 27 37 16 13  0.0000
1710459743.9886 58 34 47 45 36 44 38 33  0.0000
1710459743.9961 35 44 41 40 34 30 27 38  0.0000
1710459744.0046 58 55 47 41 38 39 42 36  0.0000
1710459744.0124 37 38 43 26 33 37 36 36  0.0000
1710459744.0203 33 53 39 22 34 34 32 22  0.0000
1710459744.0289 44 42 48 36 34 39 27 38  0.0000
1710459744.0366 26 40 34 33 31 39 27 33  0.0000
1710459744.0451 17 23 14 17 1 10 3 4  0.0000
1710459744.0526 37 44 37 45 27 27 25 18  0.0000
1710459744.0604 37 42 41 34 31 25 21 33  0.0000
1710459744.0683 35 44 39 33 27 30 29 33  0.0000
1710459744.0769 44 42 41 38 41 40 29 36  0.0000
1710459744.0847 37 36 36 29 40 35 16 20  0.0000
1710459744.0921 37 31 28 43 27 30 29 36  0.0000
1710459744.1008 53 51 50 38 33 34 31 33  0.0000
1710459744.1085 29 34 39 38 40 30 31 31  0.0000
1710459744.1163 33 36 23 29 22 25 20 9  0.0000
1710459744.1249 37 45 32 34 26 30 23 15  0.0000
1710459744.1326 35 34 39 43 31 25 31 27  0.0000
1710459744.1410 51 36 41 41 36 34 31 47  0.0000
1710459744.1485 51 51 43 31 33 34 27 40  0.0000
1710459744.1563 33 27 36 29 26 15 16 24  0.0000
1710459744.1642 46 36 36 34 31 34 29 27  0.0000
1710459744.1728 49 44 45 48 45 42 36 40  0.0000
1710459744.1803 35 25 28 20 17 22 21 42  0.0000
1710459744.1882 42 38 39 43 29 25 18 20  0.0000
1710459744.1965 42 40 36 38 41 39 21 22  0.0000
1710459744.2043 53 34 41 36 43 30 27 31  0.0000
1710459744.2120 64 53 48 52 46 47 36 45  0.0000
1710459744.2207 44 44 48 41 38 42 34 49  0.0000
1710459744.2282 37 34 37 40 38 40 27 29  0.0000
1710459744.2369 37 44 37 34 36 32 25 29  0.0000
1710459744.2441 44 47 41 38 45 34 38 54  0.0000
1710459744.2529 33 38 27 19 24 23 20 22  0.0000
1710459744.2607 33 44 37 34 36 32 32 40  0.0000
1710459744.2683 35 42 45 43 29 37 18 29  0.0000
1710459744.2768 46 42 39 47 34 35 25 22  0.0000
1710459744.2844 53 55 54 60 57 54 54 54  0.0000
1710459744.2927 42 40 37 38 38 30 36 33  0.0000
1710459744.3004 31 31 36 31 19 27 16 24  0.0000
1710459744.3082 46 53 41 33 33 44 25 38  0.0000
1710459744.3166 53 45 52 50 38 42 34 47  0.0000
1710459744.3244 53 49 45 40 31 25 20 27  0.0000
1710459744.3321 40 34 41 41 34 34 29 22  0.0000
1710459744.3415 33 36 43 38 36 23 18 29  0.0000
1710459744.3480 51 47 45 47 36 30 18 11  0.0000
1710459744.3568 33 45 52 45 36 37 34 38  0.0000
1710459744.3642 42 51 52 47 40 28 27 31  0.0000
1710459744.3730 37 40 54 45 31 32 14 15  0.0000
1710459744.3807 35 38 54 48 36 35 27 22  0.0000
1710459744.3882 31 36 41 27 34 25 23 13  0.0000
1710459744.3967 46 44 48 59 36 37 18 29  0.0000
1710459744.4050 42 44 48 48 46 34 31 24  0.0000
1710459744.4125 44 40 48 45 36 25 14 13  0.0000
1710459744.4202 51 58 52 43 38 42 40 24  0.0000
1710459744.4290 51 58 52 50 41 45 51 29  0.0000
1710459744.4366 44 34 36 36 29 37 31 36  0.0000
1710459744.4441 44 38 41 31 22 30 23 22  0.0000
1710459744.4528 33 36 32 33 31 30 25 31  0.0000
1710459744.4604 44 42 27 26 20 15 20 11  0.0000
