% Edge sensor logfile normalized 'log_20240219_132944.335/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708345785.1106 0 0 0 0 0 0 0 0  0.0000
1708345785.1195 728 728 866 1000 1000 925 811 842  0.0508
1708345785.1266 743 731 875 1000 1000 932 827 845  0.0532
1708345785.1341 743 733 878 1000 1000 934 817 837  0.0533
1708345785.1417 747 729 880 1000 1000 940 823 857  0.0544
1708345785.1504 749 736 895 1000 1000 947 840 865  0.0581
1708345785.1579 740 738 878 1000 1000 941 834 865  0.0549
1708345785.1661 732 731 873 1000 1000 927 819 852  0.0521
1708345785.1748 740 734 875 1000 1000 931 825 845  0.0530
1708345785.1825 740 736 878 1000 1000 936 823 855  0.0538
1708345785.1899 723 734 868 1000 1000 932 811 842  0.0518
1708345785.1983 745 729 875 1000 1000 920 813 842  0.0512
1708345785.2061 745 729 881 1000 1000 932 823 852  0.0537
1708345785.2136 730 740 878 1000 1000 931 821 835  0.0532
1708345785.2226 726 733 869 1000 1000 938 827 847  0.0532
1708345785.2297 751 738 888 1000 1000 932 817 840  0.0544
1708345785.2377 762 752 885 1000 1000 941 838 865  0.0560
1708345785.2462 726 734 875 1000 1000 936 829 860  0.0538
1708345785.2538 728 733 876 1000 1000 929 817 842  0.0525
1708345785.2623 726 726 873 1000 1000 945 825 857  0.0542
1708345785.2706 736 746 887 1000 1000 938 821 852  0.0550
1708345785.2786 709 721 862 1000 1000 924 819 857  0.0506
1708345785.2865 702 722 861 1000 1000 904 801 845  0.0473
1708345785.2946 719 724 869 1000 1000 929 801 842  0.0513
1708345785.3027 723 728 873 1000 1000 941 819 850  0.0535
1708345785.3107 726 738 880 1000 1000 952 809 840  0.0548
1708345785.3185 726 729 868 1000 1000 941 801 822  0.0523
1708345785.3259 719 736 854 1000 1000 948 803 850  0.0517
1708345785.3337 732 726 862 1000 1000 934 813 817  0.0515
1708345785.3432 715 728 850 1000 1000 957 803 825  0.0521
1708345785.3506 743 724 848 1000 1000 955 805 850  0.0518
1708345785.3586 732 731 833 1000 1000 938 792 830  0.0490
1708345785.3663 719 697 814 991 1000 938 780 790  0.0472
1708345785.3740 694 698 798 977 1000 931 780 810  0.0452
1708345785.3818 709 703 812 1000 1000 941 776 772  0.0477
1708345785.3907 726 719 807 979 1000 950 780 800  0.0472
1708345785.3981 711 707 786 975 1000 961 774 752  0.0467
1708345785.4059 698 688 769 937 1000 952 774 745  0.0431
1708345785.4142 715 703 772 942 1000 978 774 750  0.0451
1708345785.4216 690 691 755 935 1000 989 803 755  0.0458
