% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1708771541.7777 0 0 0 0
1708771541.7873 0 0 0 0
1708771541.7936 0 0 0 0
1708771541.8011 0 4294967295 0 -1
1708771541.8098 0 0 0 1
1708771541.8172 0 0 0 0
1708771541.8259 0 0 0 0
1708771541.8342 0 0 0 0
1708771541.8415 0 0 0 0
1708771541.8491 0 0 0 0
1708771541.8583 0 0 0 0
1708771541.8653 0 0 0 0
1708771541.8733 0 0 0 0
1708771541.8822 0 0 0 0
1708771541.8900 0 0 0 0
1708771541.8971 0 0 0 0
1708771541.9058 1 1 1 1
1708771541.9141 6 6 5 5
1708771541.9215 11 10 5 4
1708771541.9300 15 12 4 2
1708771541.9375 17 15 2 3
1708771541.9457 20 18 3 3
1708771541.9558 25 22 5 4
1708771541.9616 30 27 5 5
1708771541.9694 35 31 5 4
1708771541.9791 40 36 5 5
1708771541.9855 47 44 7 8
1708771541.9937 55 52 8 8
1708771542.0027 62 58 7 6
1708771542.0094 69 65 7 7
1708771542.0174 78 73 9 8
1708771542.0268 86 81 8 8
1708771542.0342 95 89 9 8
1708771542.0411 105 97 10 8
1708771542.0503 113 105 8 8
1708771542.0569 120 113 7 8
1708771542.0657 129 122 9 9
1708771542.0746 139 130 10 8
1708771542.0812 150 139 11 9
1708771542.0898 159 148 9 9
1708771542.0977 167 157 8 9
1708771542.1054 175 164 8 7
1708771542.1131 186 172 11 8
1708771542.1221 196 181 10 9
1708771542.1297 205 190 9 9
1708771542.1372 213 198 8 8
1708771542.1462 221 206 8 8
1708771542.1539 231 215 10 9
1708771542.1617 241 225 10 10
1708771542.1699 249 234 8 9
1708771542.1787 257 241 8 7
1708771542.1858 267 249 10 8
1708771542.1945 277 258 10 9
1708771542.2009 285 267 8 9
1708771542.2089 291 275 6 8
1708771542.2180 298 281 7 6
1708771542.2258 308 290 10 9
1708771542.2344 319 300 11 10
1708771542.2423 327 309 8 9
1708771542.2495 333 316 6 7
1708771542.2572 341 324 8 8
1708771542.2660 349 333 8 9
1708771542.2733 358 341 9 8
1708771542.2810 367 350 9 9
1708771542.2902 374 358 7 8
1708771542.2979 380 366 6 8
1708771542.3056 389 376 9 10
1708771542.3145 398 385 9 9
1708771542.3210 407 393 9 8
1708771542.3297 414 402 7 9
1708771542.3380 419 410 5 8
1708771542.3456 426 420 7 10
1708771542.3533 436 429 10 9
1708771542.3627 446 437 10 8
1708771542.3738 455 445 9 8
1708771542.3783 461 455 6 10
1708771542.3881 468 467 7 12
1708771542.3937 473 473 5 6
1708771542.4010 479 479 6 6
1708771542.4099 488 489 9 10
1708771542.4170 497 501 9 12
1708771542.4257 505 511 8 10
1708771542.4342 511 519 6 8
1708771542.4410 518 530 7 11
1708771542.4499 527 540 9 10
1708771542.4578 535 548 8 8
1708771542.4656 541 556 6 8
1708771542.4734 547 566 6 10
1708771542.4823 554 576 7 10
1708771542.4899 563 584 9 8
1708771542.4977 572 593 9 9
1708771542.5065 579 604 7 11
1708771542.5130 585 614 6 10
1708771542.5218 591 622 6 8
1708771542.5298 599 629 8 7
1708771542.5370 608 639 9 10
1708771542.5459 615 650 7 11
1708771542.5537 621 660 6 10
1708771542.5618 629 669 8 9
1708771542.5698 637 677 8 8
1708771542.5775 645 687 8 10
1708771542.5858 651 698 6 11
1708771542.5935 658 707 7 9
1708771542.6023 667 715 9 8
1708771542.6097 676 724 9 9
1708771542.6175 683 735 7 11
1708771542.6262 689 745 6 10
1708771542.6346 696 753 7 8
1708771542.6414 705 762 9 9
1708771542.6500 715 771 10 9
1708771542.6576 722 780 7 9
1708771542.6653 727 789 5 9
1708771542.6741 735 798 8 9
1708771542.6818 744 806 9 8
1708771542.6890 754 816 10 10
1708771542.6976 762 826 8 10
1708771542.7052 767 833 5 7
1708771542.7134 774 841 7 8
1708771542.7223 784 849 10 8
1708771542.7289 794 860 10 11
1708771542.7382 801 870 7 10
1708771542.7461 807 877 6 7
1708771542.7539 815 884 8 7
1708771542.7617 826 893 11 9
1708771542.7705 835 903 9 10
1708771542.7778 842 911 7 8
1708771542.7859 850 919 8 8
1708771542.7937 860 926 10 7
1708771542.8013 869 935 9 9
1708771542.8092 877 944 8 9
1708771542.8181 885 952 8 8
1708771542.8257 894 959 9 7
1708771542.8340 904 968 10 9
1708771542.8418 913 977 9 9
1708771542.8494 920 986 7 9
1708771542.8571 929 993 9 7
1708771542.8659 939 1000 10 7
1708771542.8733 948 1008 9 8
1708771542.8811 956 1017 8 9
1708771542.8906 965 1025 9 8
1708771542.8971 975 1032 10 7
1708771542.9050 985 1040 10 8
1708771542.9138 992 1047 7 7
1708771542.9212 999 1054 7 7
1708771542.9289 1008 1063 9 9
1708771542.9384 1019 1073 11 10
1708771542.9450 1029 1081 10 8
1708771542.9532 1036 1087 7 6
1708771542.9621 1043 1094 7 7
1708771542.9695 1052 1103 9 9
1708771542.9773 1063 1113 11 10
1708771542.9856 1072 1121 9 8
1708771542.9932 1079 1128 7 7
1708771543.0009 1087 1135 8 7
1708771543.0095 1097 1145 10 10
1708771543.0172 1107 1154 10 9
1708771543.0251 1116 1161 9 7
1708771543.0346 1123 1168 7 7
1708771543.0411 1131 1176 8 8
1708771543.0489 1141 1185 10 9
1708771543.0586 1149 1192 8 7
1708771543.0651 1156 1198 7 6
1708771543.0739 1165 1207 9 9
1708771543.0817 1175 1217 10 10
1708771543.0899 1185 1225 10 8
1708771543.0975 1192 1232 7 7
1708771543.1063 1199 1241 7 9
1708771543.1139 1208 1250 9 9
1708771543.1217 1218 1258 10 8
1708771543.1305 1227 1265 9 7
1708771543.1377 1234 1274 7 9
1708771543.1452 1242 1284 8 10
1708771543.1540 1251 1292 9 8
1708771543.1618 1261 1298 10 6
1708771543.1695 1271 1306 10 8
1708771543.1783 1279 1317 8 11
1708771543.1855 1285 1326 6 9
1708771543.1929 1293 1334 8 8
1708771543.2021 1303 1340 10 6
1708771543.2098 1313 1348 10 8
1708771543.2177 1321 1358 8 10
1708771543.2266 1327 1367 6 9
1708771543.2335 1336 1375 9 8
1708771543.2413 1346 1383 10 8
1708771543.2501 1355 1391 9 8
1708771543.2577 1361 1400 6 9
1708771543.2656 1369 1409 8 9
1708771543.2744 1379 1417 10 8
1708771543.2819 1390 1424 11 7
1708771543.2894 1398 1434 8 10
1708771543.2982 1404 1443 6 9
1708771543.3058 1411 1450 7 7
1708771543.3136 1420 1459 9 9
1708771543.3224 1430 1468 10 9
1708771543.3298 1439 1477 9 9
1708771543.3371 1446 1485 7 8
1708771543.3460 1452 1493 6 8
1708771543.3536 1461 1502 9 9
1708771543.3613 1471 1512 10 10
1708771543.3699 1480 1520 9 8
1708771543.3776 1487 1527 7 7
1708771543.3849 1494 1536 7 9
1708771543.3940 1503 1546 9 10
1708771543.4017 1513 1555 10 9
1708771543.4094 1523 1563 10 8
1708771543.4180 1530 1570 7 7
1708771543.4256 1536 1578 6 8
1708771543.4340 1544 1588 8 10
1708771543.4418 1554 1597 10 9
1708771543.4494 1564 1605 10 8
1708771543.4580 1572 1613 8 8
1708771543.4662 1578 1621 6 8
1708771543.4729 1586 1631 8 10
1708771543.4817 1596 1642 10 11
1708771543.4901 1604 1649 8 7
1708771543.4977 1612 1655 8 6
1708771543.5053 1620 1663 8 8
1708771543.5141 1629 1674 9 11
1708771543.5217 1638 1684 9 10
1708771543.5295 1647 1691 9 7
1708771543.5379 1654 1698 7 7
1708771543.5455 1661 1706 7 8
1708771543.5531 1669 1715 8 9
1708771543.5621 1679 1724 10 9
1708771543.5698 1688 1732 9 8
1708771543.5775 1696 1740 8 8
1708771543.5859 1703 1750 7 10
1708771543.5933 1710 1759 7 9
1708771543.6011 1720 1767 10 8
1708771543.6100 1730 1774 10 7
1708771543.6176 1737 1783 7 9
1708771543.6254 1743 1794 6 11
1708771543.6348 1752 1802 9 8
1708771543.6417 1762 1809 10 7
1708771543.6495 1771 1818 9 9
1708771543.6584 1778 1829 7 11
1708771543.6649 1783 1838 5 9
1708771543.6738 1790 1846 7 8
1708771543.6816 1800 1854 10 8
1708771543.6896 1810 1863 10 9
1708771543.6973 1817 1874 7 11
1708771543.7061 1822 1884 5 10
1708771543.7137 1830 1892 8 8
1708771543.7214 1839 1901 9 9
1708771543.7304 1847 1912 8 11
1708771543.7386 1853 1922 6 10
1708771543.7455 1860 1931 7 9
1708771543.7544 1869 1941 9 10
1708771543.7610 1877 1951 8 10
1708771543.7699 1882 1960 5 9
1708771543.7781 1887 1969 5 9
1708771543.7853 1896 1978 9 9
1708771543.7931 1906 1989 10 11
1708771543.8020 1913 1997 7 8
1708771543.8097 1918 2006 5 9
1708771543.8182 1925 2016 7 10
1708771543.8260 1934 2027 9 11
1708771543.8343 1943 2035 9 8
